50,177.23
50,177.23
50,177.23
50,177.23
50,176.90
50,176.24
50,174.60
50,173.29
50,171.98
50,170.34
50,169.02
50,167.71
50,166.40
50,165.08
50,163.77
50,162.13
50,160.82
50,159.51
50,158.19
50,156.88
50,155.57
50,154.25
50,152.94
50,151.30
50,149.99
50,148.67
50,147.03
50,146.05
50,144.41
50,143.10
50,141.45
50,140.47
50,138.83
50,137.52
50,136.20
50,134.89
50,133.58
50,132.26
50,130.62
50,129.64
50,128.00
50,127.01
50,125.37
50,124.06
50,122.75
50,121.11
100,179.20
100,179.20
100,179.20
100,179.20
100,178.87
100,178.87
100,177.23
100,175.59
100,174.27
100,172.63
100,171.65
100,170.01
100,168.69
100,167.38
100,166.40
100,164.43
100,163.44
100,162.13
100,160.49
100,159.18
100,158.19
100,156.55
100,155.24
100,153.60
100,152.61
100,150.97
100,149.66
100,148.02
100,146.71
100,145.39
100,144.08
100,142.77
100,141.45
100,140.14
100,138.50
100,137.19
100,135.87
100,134.56
100,132.92
255,181.17
255,180.84
255,180.84
255,180.84
255,180.51
255,180.18
255,178.87
255,177.23
255,175.92
255,174.60
255,173.29
255,171.65
255,170.34
255,169.35
255,168.04
255,166.73
255,165.08
255,163.77
255,162.46
255,160.82
255,159.51
255,158.19
255,156.88
255,155.57
255,153.93
255,152.94
255,151.30
255,150.32
255,148.67
255,147.36
255,146.05
255,144.74
255,143.10
255,141.78
255,140.47
255,138.83
255,137.84
255,136.53
255,134.89
255,133.25
255,132.26
255,131.28
255,129.64
255,128.00
255,127.01
